"","year","month","day","n"
"1150",2016,11,13,145
"1151",2016,11,14,70
"1152",2016,11,15,31
"1153",2016,11,16,37
"1154",2016,11,17,65
"1155",2016,11,18,16
"1156",2016,11,19,11
"1157",2016,11,20,21
"1158",2016,11,21,8
"1159",2016,11,22,11
"1160",2016,11,23,2
"1161",2016,11,24,33
"1162",2016,11,25,27
"1163",2016,11,26,45
"1164",2016,11,27,19
"1165",2016,11,28,1
"1166",2016,11,29,11
"1167",2016,11,30,15
"1168",2016,12,1,7
"1169",2016,12,2,21
"1170",2016,12,3,28
"1171",2016,12,4,3
"1172",2016,12,5,2
"1173",2016,12,6,2
"1174",2016,12,7,8
"1175",2016,12,8,4
"1176",2016,12,9,6
"1177",2016,12,10,9
"1178",2016,12,12,2
"1179",2016,12,15,1
"1180",2016,12,17,4
"1181",2016,12,18,2
"1182",2016,12,19,1
"1183",2016,12,20,3
"1184",2016,12,21,3
"1185",2016,12,22,8
"1186",2016,12,23,3
"1187",2016,12,24,8
"1188",2016,12,25,3
"1189",2016,12,26,56
"1190",2016,12,27,29
"1191",2016,12,28,36
"1192",2016,12,29,2
"1193",2016,12,30,10
"1194",2016,12,31,41
"1195",2017,1,1,26
"1196",2017,1,2,24
"1197",2017,1,3,6
"1198",2017,1,4,4
"1199",2017,1,6,1
"1200",2017,1,7,2
"1201",2017,1,8,5
"1202",2017,1,9,2
"1203",2017,1,10,6
"1204",2017,1,11,3
"1205",2017,1,13,3
"1206",2017,1,14,21
"1207",2017,1,15,29
"1208",2017,1,17,2
"1209",2017,1,18,4
"1210",2017,1,19,6
"1211",2017,1,20,12
"1212",2017,1,21,151
"1213",2017,1,22,26
"1214",2017,1,23,13
"1215",2017,1,24,13
"1216",2017,1,25,4
"1217",2017,1,26,6
"1218",2017,1,27,10
"1219",2017,1,28,14
"1220",2017,1,29,9
"1221",2017,1,30,1
"1222",2017,1,31,3
"1223",2017,2,1,6
"1224",2017,2,2,7
"1225",2017,2,3,8
"1226",2017,2,4,7
"1227",2017,2,5,35
"1228",2017,2,6,20
"1229",2017,2,7,12
"1230",2017,2,9,4
"1231",2017,2,10,8
"1232",2017,2,11,69
"1233",2017,2,12,80
"1234",2017,2,13,24
"1235",2017,2,14,22
"1236",2017,2,15,5
"1237",2017,2,16,13
"1238",2017,2,17,86
"1239",2017,2,18,409
"1240",2017,2,19,354
"1241",2017,2,20,200
"1242",2017,2,21,40
"1243",2017,2,22,66
"1244",2017,2,23,10
"1245",2017,2,24,23
"1246",2017,2,25,4
"1247",2017,2,26,30
"1248",2017,2,27,41
"1249",2017,2,28,10
"1250",2017,3,1,1
"1251",2017,3,2,8
"1252",2017,3,3,18
"1253",2017,3,4,31
"1254",2017,3,5,101
"1255",2017,3,6,21
"1256",2017,3,7,56
"1257",2017,3,8,23
"1258",2017,3,9,24
"1259",2017,3,10,17
"1260",2017,3,11,12
"1261",2017,3,12,14
"1262",2017,3,13,2
"1263",2017,3,15,13
"1264",2017,3,16,22
"1265",2017,3,17,10
"1266",2017,3,18,48
"1267",2017,3,19,103
"1268",2017,3,20,66
"1269",2017,3,21,31
"1270",2017,3,22,9
"1271",2017,3,23,13
"1272",2017,3,24,186
"1273",2017,3,25,18
"1274",2017,3,26,90
"1275",2017,3,27,16
"1276",2017,3,28,26
"1277",2017,3,29,17
"1278",2017,3,30,5
"1279",2017,3,31,18
"1280",2017,4,1,171
"1281",2017,4,2,111
"1282",2017,4,3,18
"1283",2017,4,4,29
"1284",2017,4,5,5
"1285",2017,4,6,9
"1286",2017,4,7,84
"1287",2017,4,8,376
"1288",2017,4,9,375
"1289",2017,4,10,31
"1290",2017,4,11,51
"1291",2017,4,12,89
"1292",2017,4,13,70
"1293",2017,4,14,94
"1294",2017,4,15,587
"1295",2017,4,16,406
"1296",2017,4,17,169
"1297",2017,4,18,214
"1298",2017,4,19,34
"1299",2017,4,20,107
"1300",2017,4,21,49
"1301",2017,4,22,198
"1302",2017,4,23,326
"1303",2017,4,24,160
"1304",2017,4,25,165
"1305",2017,4,26,91
"1306",2017,4,27,24
"1307",2017,4,28,77
"1308",2017,4,29,8
"1309",2017,4,30,14
"1310",2017,5,1,35
"1311",2017,5,2,20
"1312",2017,5,3,95
"1313",2017,5,4,46
"1314",2017,5,5,65
"1315",2017,5,6,177
"1316",2017,5,7,145
"1317",2017,5,8,104
"1318",2017,5,9,30
"1319",2017,5,10,48
"1320",2017,5,11,110
"1321",2017,5,12,218
"1322",2017,5,13,509
"1323",2017,5,14,431
"1324",2017,5,15,275
"1325",2017,5,16,218
"1326",2017,5,17,171
"1327",2017,5,18,191
"1328",2017,5,19,18
"1329",2017,5,20,149
"1330",2017,5,21,298
"1331",2017,5,22,283
"1332",2017,5,23,34
"1333",2017,5,24,52
"1334",2017,5,25,207
"1335",2017,5,26,124
"1336",2017,5,27,577
"1337",2017,5,28,566
"1338",2017,5,29,513
"1339",2017,5,30,177
"1340",2017,5,31,182
"1341",2017,6,1,248
"1342",2017,6,2,332
"1343",2017,6,3,442
"1344",2017,6,4,347
"1345",2017,6,5,187
"1346",2017,6,6,209
"1347",2017,6,7,211
"1348",2017,6,8,303
"1349",2017,6,9,328
"1350",2017,6,10,714
"1351",2017,6,11,457
"1352",2017,6,12,156
"1353",2017,6,13,181
"1354",2017,6,14,94
"1355",2017,6,15,232
"1356",2017,6,16,235
"1357",2017,6,17,393
"1358",2017,6,18,442
"1359",2017,6,19,187
"1360",2017,6,20,199
"1361",2017,6,21,273
"1362",2017,6,22,203
"1363",2017,6,23,233
"1364",2017,6,24,688
"1365",2017,6,25,398
"1366",2017,6,26,292
"1367",2017,6,27,242
"1368",2017,6,28,104
"1369",2017,6,29,66
"1370",2017,6,30,198
"1371",2017,7,1,618
"1372",2017,7,2,631
"1373",2017,7,3,605
"1374",2017,7,4,677
"1375",2017,7,5,289
"1376",2017,7,6,288
"1377",2017,7,7,353
"1378",2017,7,8,698
"1379",2017,7,9,544
"1380",2017,7,10,161
"1381",2017,7,11,163
"1382",2017,7,12,106
"1383",2017,7,13,214
"1384",2017,7,14,292
"1385",2017,7,15,574
"1386",2017,7,16,440
"1387",2017,7,17,325
"1388",2017,7,18,249
"1389",2017,7,19,240
"1390",2017,7,20,187
"1391",2017,7,21,249
"1392",2017,7,22,493
"1393",2017,7,23,360
"1394",2017,7,24,228
"1395",2017,7,25,223
"1396",2017,7,26,293
"1397",2017,7,27,249
"1398",2017,7,28,254
"1399",2017,7,29,623
"1400",2017,7,30,408
"1401",2017,7,31,342
"1402",2017,8,1,215
"1403",2017,8,2,327
"1404",2017,8,3,189
"1405",2017,8,4,198
"1406",2017,8,5,469
"1407",2017,8,6,414
"1408",2017,8,7,331
"1409",2017,8,8,327
"1410",2017,8,9,263
"1411",2017,8,10,225
"1412",2017,8,11,279
"1413",2017,8,12,569
"1414",2017,8,13,437
"1415",2017,8,14,277
"1416",2017,8,15,225
"1417",2017,8,16,168
"1418",2017,8,17,246
"1419",2017,8,18,274
"1420",2017,8,19,496
"1421",2017,8,20,360
"1422",2017,8,21,261
"1423",2017,8,22,175
"1424",2017,8,23,204
"1425",2017,8,24,150
"1426",2017,8,25,262
"1427",2017,8,26,487
"1428",2017,8,27,84
"1429",2017,8,28,105
"1430",2017,8,29,93
"1431",2017,8,30,163
"1432",2017,8,31,105
"1433",2017,9,1,159
"1434",2017,9,2,394
"1435",2017,9,3,629
"1436",2017,9,4,390
"1437",2017,9,5,134
"1438",2017,9,6,62
"1439",2017,9,7,103
"1440",2017,9,8,167
"1441",2017,9,9,310
"1442",2017,9,10,325
"1443",2017,9,11,216
"1444",2017,9,12,145
"1445",2017,9,13,114
"1446",2017,9,14,141
"1447",2017,9,15,241
"1448",2017,9,16,457
"1449",2017,9,17,323
"1450",2017,9,18,218
"1451",2017,9,19,120
"1452",2017,9,20,119
"1453",2017,9,21,125
"1454",2017,9,22,222
"1455",2017,9,23,415
"1456",2017,9,24,275
"1457",2017,9,25,132
"1458",2017,9,26,146
"1459",2017,9,27,70
"1460",2017,9,28,124
"1461",2017,9,29,137
"1462",2017,9,30,340
"1463",2017,10,1,301
"1464",2017,10,2,164
"1465",2017,10,3,79
"1466",2017,10,4,66
"1467",2017,10,5,121
"1468",2017,10,6,84
"1469",2017,10,7,222
"1470",2017,10,8,402
"1471",2017,10,9,323
"1472",2017,10,10,75
"1473",2017,10,11,11
"1474",2017,10,12,80
"1475",2017,10,13,239
"1476",2017,10,14,8
"1477",2017,10,15,89
"1478",2017,10,16,78
"1479",2017,10,17,81
"1480",2017,10,18,94
"1481",2017,10,19,111
"1482",2017,10,20,226
"1483",2017,10,21,411
"1484",2017,10,22,143
"1485",2017,10,23,17
"1486",2017,10,24,2
"1487",2017,10,25,62
"1488",2017,10,26,57
"1489",2017,10,27,40
"1490",2017,10,28,54
"1491",2017,10,29,104
"1492",2017,10,30,28
"1493",2017,10,31,15
"1494",2017,11,1,9
"1495",2017,11,2,17
"1496",2017,11,3,33
"1497",2017,11,4,12
"1498",2017,11,5,46
"1499",2017,11,6,12
"1500",2017,11,7,19
"1501",2017,11,8,31
"1502",2017,11,9,24
"1503",2017,11,10,7
"1504",2017,11,11,12
"1505",2017,11,12,6
"1506",2017,11,13,25
"1507",2017,11,14,19
"1508",2017,11,15,4
"1509",2017,11,16,5
"1510",2017,11,17,8
"1511",2017,11,19,38
"1512",2017,11,20,39
"1513",2017,11,21,11
"1514",2017,11,22,24
"1515",2017,11,23,52
"1516",2017,11,24,115
"1517",2017,11,25,115
"1518",2017,11,26,33
"1519",2017,11,27,26
"1520",2017,11,28,27
"1521",2017,11,29,24
"1522",2017,11,30,31
"1523",2017,12,1,53
"1524",2017,12,2,94
"1525",2017,12,3,98
"1526",2017,12,4,23
"1527",2017,12,5,3
"1528",2017,12,6,5
"1529",2017,12,7,3
"1530",2017,12,8,8
"1531",2017,12,9,9
"1532",2017,12,10,8
"1533",2017,12,11,5
"1534",2017,12,12,3
"1535",2017,12,13,5
"1536",2017,12,14,5
"1537",2017,12,15,2
"1538",2017,12,16,35
"1539",2017,12,17,28
"1540",2017,12,18,8
"1541",2017,12,19,23
"1542",2017,12,20,4
"1543",2017,12,21,10
"1544",2017,12,22,13
"1545",2017,12,23,12
"1546",2017,12,24,1
"1547",2017,12,28,2
