"","year","month","day","n"
"1148",2016,11,14,51
"1149",2016,11,15,19
"1150",2016,11,16,36
"1151",2016,11,17,66
"1152",2016,11,18,13
"1153",2016,11,19,14
"1154",2016,11,20,15
"1155",2016,11,21,6
"1156",2016,11,22,9
"1157",2016,11,23,3
"1158",2016,11,24,28
"1159",2016,11,25,16
"1160",2016,11,26,54
"1161",2016,11,27,20
"1162",2016,11,28,1
"1163",2016,11,29,27
"1164",2016,11,30,10
"1165",2016,12,1,7
"1166",2016,12,2,13
"1167",2016,12,3,26
"1168",2016,12,4,2
"1169",2016,12,5,3
"1170",2016,12,6,2
"1171",2016,12,7,9
"1172",2016,12,8,4
"1173",2016,12,9,5
"1174",2016,12,10,8
"1175",2016,12,12,1
"1176",2016,12,14,1
"1177",2016,12,15,3
"1178",2016,12,17,2
"1179",2016,12,18,6
"1180",2016,12,19,1
"1181",2016,12,20,4
"1182",2016,12,21,2
"1183",2016,12,22,4
"1184",2016,12,23,6
"1185",2016,12,24,5
"1186",2016,12,25,2
"1187",2016,12,26,41
"1188",2016,12,27,17
"1189",2016,12,28,25
"1190",2016,12,29,8
"1191",2016,12,30,9
"1192",2016,12,31,23
"1193",2017,1,1,23
"1194",2017,1,2,19
"1195",2017,1,3,5
"1196",2017,1,7,2
"1197",2017,1,8,1
"1198",2017,1,9,1
"1199",2017,1,10,4
"1200",2017,1,11,4
"1201",2017,1,12,1
"1202",2017,1,13,3
"1203",2017,1,14,16
"1204",2017,1,15,19
"1205",2017,1,17,3
"1206",2017,1,18,3
"1207",2017,1,19,3
"1208",2017,1,20,8
"1209",2017,1,21,161
"1210",2017,1,22,17
"1211",2017,1,23,20
"1212",2017,1,24,14
"1213",2017,1,25,1
"1214",2017,1,26,3
"1215",2017,1,27,13
"1216",2017,1,28,4
"1217",2017,1,29,6
"1218",2017,1,30,5
"1219",2017,1,31,3
"1220",2017,2,1,8
"1221",2017,2,2,6
"1222",2017,2,3,9
"1223",2017,2,4,6
"1224",2017,2,5,25
"1225",2017,2,6,12
"1226",2017,2,7,9
"1227",2017,2,8,4
"1228",2017,2,9,3
"1229",2017,2,10,9
"1230",2017,2,11,69
"1231",2017,2,12,64
"1232",2017,2,13,17
"1233",2017,2,14,28
"1234",2017,2,15,4
"1235",2017,2,16,7
"1236",2017,2,17,81
"1237",2017,2,18,438
"1238",2017,2,19,359
"1239",2017,2,20,168
"1240",2017,2,21,34
"1241",2017,2,22,55
"1242",2017,2,23,9
"1243",2017,2,24,17
"1244",2017,2,25,1
"1245",2017,2,26,27
"1246",2017,2,27,33
"1247",2017,2,28,4
"1248",2017,3,1,5
"1249",2017,3,2,7
"1250",2017,3,3,21
"1251",2017,3,4,33
"1252",2017,3,5,82
"1253",2017,3,6,13
"1254",2017,3,7,37
"1255",2017,3,8,21
"1256",2017,3,9,20
"1257",2017,3,10,13
"1258",2017,3,11,7
"1259",2017,3,12,17
"1260",2017,3,13,2
"1261",2017,3,15,5
"1262",2017,3,16,9
"1263",2017,3,17,12
"1264",2017,3,18,40
"1265",2017,3,19,87
"1266",2017,3,20,51
"1267",2017,3,21,30
"1268",2017,3,22,8
"1269",2017,3,23,11
"1270",2017,3,24,185
"1271",2017,3,25,13
"1272",2017,3,26,65
"1273",2017,3,27,27
"1274",2017,3,28,16
"1275",2017,3,29,20
"1276",2017,3,30,5
"1277",2017,3,31,8
"1278",2017,4,1,184
"1279",2017,4,2,99
"1280",2017,4,3,12
"1281",2017,4,4,19
"1282",2017,4,5,5
"1283",2017,4,6,12
"1284",2017,4,7,82
"1285",2017,4,8,363
"1286",2017,4,9,380
"1287",2017,4,10,23
"1288",2017,4,11,48
"1289",2017,4,12,85
"1290",2017,4,13,48
"1291",2017,4,14,96
"1292",2017,4,15,560
"1293",2017,4,16,404
"1294",2017,4,17,171
"1295",2017,4,18,197
"1296",2017,4,19,34
"1297",2017,4,20,111
"1298",2017,4,21,42
"1299",2017,4,22,212
"1300",2017,4,23,323
"1301",2017,4,24,152
"1302",2017,4,25,164
"1303",2017,4,26,94
"1304",2017,4,27,24
"1305",2017,4,28,53
"1306",2017,4,29,8
"1307",2017,4,30,5
"1308",2017,5,1,33
"1309",2017,5,2,21
"1310",2017,5,3,82
"1311",2017,5,4,26
"1312",2017,5,5,52
"1313",2017,5,6,160
"1314",2017,5,7,129
"1315",2017,5,8,90
"1316",2017,5,9,34
"1317",2017,5,10,52
"1318",2017,5,11,88
"1319",2017,5,12,211
"1320",2017,5,13,495
"1321",2017,5,14,433
"1322",2017,5,15,255
"1323",2017,5,16,183
"1324",2017,5,17,180
"1325",2017,5,18,175
"1326",2017,5,19,9
"1327",2017,5,20,114
"1328",2017,5,21,284
"1329",2017,5,22,263
"1330",2017,5,23,22
"1331",2017,5,24,52
"1332",2017,5,25,210
"1333",2017,5,26,122
"1334",2017,5,27,529
"1335",2017,5,28,560
"1336",2017,5,29,515
"1337",2017,5,30,172
"1338",2017,5,31,179
"1339",2017,6,1,224
"1340",2017,6,2,317
"1341",2017,6,3,452
"1342",2017,6,4,312
"1343",2017,6,5,176
"1344",2017,6,6,209
"1345",2017,6,7,214
"1346",2017,6,8,291
"1347",2017,6,9,311
"1348",2017,6,10,685
"1349",2017,6,11,456
"1350",2017,6,12,142
"1351",2017,6,13,168
"1352",2017,6,14,90
"1353",2017,6,15,198
"1354",2017,6,16,227
"1355",2017,6,17,388
"1356",2017,6,18,452
"1357",2017,6,19,169
"1358",2017,6,20,177
"1359",2017,6,21,240
"1360",2017,6,22,187
"1361",2017,6,23,256
"1362",2017,6,24,598
"1363",2017,6,25,389
"1364",2017,6,26,280
"1365",2017,6,27,221
"1366",2017,6,28,95
"1367",2017,6,29,73
"1368",2017,6,30,177
"1369",2017,7,1,569
"1370",2017,7,2,542
"1371",2017,7,3,572
"1372",2017,7,4,584
"1373",2017,7,5,292
"1374",2017,7,6,235
"1375",2017,7,7,358
"1376",2017,7,8,710
"1377",2017,7,9,539
"1378",2017,7,10,131
"1379",2017,7,11,175
"1380",2017,7,12,86
"1381",2017,7,13,196
"1382",2017,7,14,295
"1383",2017,7,15,532
"1384",2017,7,16,425
"1385",2017,7,17,294
"1386",2017,7,18,244
"1387",2017,7,19,241
"1388",2017,7,20,152
"1389",2017,7,21,199
"1390",2017,7,22,485
"1391",2017,7,23,333
"1392",2017,7,24,243
"1393",2017,7,25,217
"1394",2017,7,26,278
"1395",2017,7,27,247
"1396",2017,7,28,220
"1397",2017,7,29,616
"1398",2017,7,30,406
"1399",2017,7,31,318
"1400",2017,8,1,213
"1401",2017,8,2,286
"1402",2017,8,3,202
"1403",2017,8,4,175
"1404",2017,8,5,480
"1405",2017,8,6,397
"1406",2017,8,7,304
"1407",2017,8,8,344
"1408",2017,8,9,219
"1409",2017,8,10,193
"1410",2017,8,11,269
"1411",2017,8,12,542
"1412",2017,8,13,462
"1413",2017,8,14,252
"1414",2017,8,15,229
"1415",2017,8,16,183
"1416",2017,8,17,219
"1417",2017,8,18,228
"1418",2017,8,19,472
"1419",2017,8,20,354
"1420",2017,8,21,220
"1421",2017,8,22,172
"1422",2017,8,23,204
"1423",2017,8,24,161
"1424",2017,8,25,271
"1425",2017,8,26,468
"1426",2017,8,27,97
"1427",2017,8,28,93
"1428",2017,8,29,97
"1429",2017,8,30,160
"1430",2017,8,31,100
"1431",2017,9,1,153
"1432",2017,9,2,396
"1433",2017,9,3,627
"1434",2017,9,4,389
"1435",2017,9,5,126
"1436",2017,9,6,56
"1437",2017,9,7,101
"1438",2017,9,8,142
"1439",2017,9,9,272
"1440",2017,9,10,313
"1441",2017,9,11,177
"1442",2017,9,12,127
"1443",2017,9,13,99
"1444",2017,9,14,114
"1445",2017,9,15,239
"1446",2017,9,16,393
"1447",2017,9,17,311
"1448",2017,9,18,228
"1449",2017,9,19,92
"1450",2017,9,20,107
"1451",2017,9,21,115
"1452",2017,9,22,165
"1453",2017,9,23,386
"1454",2017,9,24,225
"1455",2017,9,25,128
"1456",2017,9,26,122
"1457",2017,9,27,58
"1458",2017,9,28,110
"1459",2017,9,29,120
"1460",2017,9,30,314
"1461",2017,10,1,274
"1462",2017,10,2,170
"1463",2017,10,3,80
"1464",2017,10,4,58
"1465",2017,10,5,96
"1466",2017,10,6,75
"1467",2017,10,7,230
"1468",2017,10,8,412
"1469",2017,10,9,296
"1470",2017,10,10,80
"1471",2017,10,11,9
"1472",2017,10,12,54
"1473",2017,10,13,212
"1474",2017,10,14,6
"1475",2017,10,15,63
"1476",2017,10,16,69
"1477",2017,10,17,71
"1478",2017,10,18,84
"1479",2017,10,19,102
"1480",2017,10,20,199
"1481",2017,10,21,390
"1482",2017,10,22,110
"1483",2017,10,23,9
"1484",2017,10,24,2
"1485",2017,10,25,68
"1486",2017,10,26,37
"1487",2017,10,27,33
"1488",2017,10,28,37
"1489",2017,10,29,83
"1490",2017,10,30,25
"1491",2017,10,31,11
"1492",2017,11,1,6
"1493",2017,11,2,4
"1494",2017,11,3,24
"1495",2017,11,4,10
"1496",2017,11,5,42
"1497",2017,11,6,15
"1498",2017,11,7,16
"1499",2017,11,8,20
"1500",2017,11,9,15
"1501",2017,11,10,4
"1502",2017,11,11,11
"1503",2017,11,13,16
"1504",2017,11,14,20
"1505",2017,11,15,4
"1506",2017,11,16,11
"1507",2017,11,17,11
"1508",2017,11,19,35
"1509",2017,11,20,34
"1510",2017,11,21,12
"1511",2017,11,22,11
"1512",2017,11,23,31
"1513",2017,11,24,82
"1514",2017,11,25,94
"1515",2017,11,26,33
"1516",2017,11,27,33
"1517",2017,11,28,15
"1518",2017,11,29,24
"1519",2017,11,30,23
"1520",2017,12,1,44
"1521",2017,12,2,83
"1522",2017,12,3,58
"1523",2017,12,4,19
"1524",2017,12,6,1
"1525",2017,12,7,2
"1526",2017,12,8,9
"1527",2017,12,9,5
"1528",2017,12,10,4
"1529",2017,12,11,4
"1530",2017,12,12,1
"1531",2017,12,13,3
"1532",2017,12,14,2
"1533",2017,12,15,1
"1534",2017,12,16,26
"1535",2017,12,17,24
"1536",2017,12,18,3
"1537",2017,12,19,22
"1538",2017,12,20,2
"1539",2017,12,21,13
"1540",2017,12,22,11
"1541",2017,12,23,8
"1542",2017,12,24,1
"1543",2017,12,25,1
"1544",2017,12,28,1
"1545",2017,12,29,2
"1546",2017,12,31,1
